B,G,R,class
144,159,222,anomaly
181,178,133,normal
54,55,21,normal
197,195,160,normal
180,179,135,normal
76,95,146,anomaly
166,163,112,normal
53,53,17,normal
200,198,163,normal
122,143,165,anomaly
20,127,188,normal
55,105,158,anomaly
191,189,149,normal
73,74,34,normal
196,194,154,normal
201,200,162,normal
61,170,92,normal
181,178,134,normal
135,171,225,anomaly
110,112,66,normal
80,94,130,anomaly
17,15,15,normal
12,9,0,normal
53,54,20,normal
56,103,154,anomaly
156,156,110,normal
89,91,39,normal
178,176,128,normal
156,165,229,anomaly
132,174,221,anomaly
169,169,123,normal
148,157,221,anomaly
198,197,159,normal
128,133,88,normal
196,195,157,normal
0,134,104,normal
151,186,229,anomaly
197,193,158,normal
46,113,255,normal
2,0,1,normal
67,35,246,normal
180,179,135,normal
69,170,168,normal
166,165,114,normal
56,97,142,anomaly
163,160,109,normal
60,60,60,normal
175,173,125,normal
15,9,2,normal
25,195,249,normal
162,168,255,normal
166,165,121,normal
198,196,161,normal
67,68,28,normal
159,158,108,normal
62,62,22,normal
255,253,255,normal
60,61,52,normal
177,174,129,normal
31,32,6,normal
174,172,124,normal
177,174,129,normal
43,42,8,normal
58,60,24,normal
169,184,233,anomaly
179,176,131,normal
100,100,46,normal
134,132,78,normal
201,199,164,normal
53,54,20,normal
54,55,21,normal
142,141,83,normal
136,145,102,normal
54,55,21,normal
174,190,233,anomaly
56,83,217,normal
3,1,1,normal
143,140,89,normal
132,144,150,normal
60,64,23,normal
163,177,230,anomaly
5,0,4,normal
16,14,3,normal
200,198,163,normal
52,103,255,normal
181,178,134,normal
67,82,138,anomaly
33,34,0,normal
193,195,149,normal
197,196,158,normal
110,106,81,normal
166,163,118,normal
111,151,210,anomaly
196,197,155,normal
91,140,220,anomaly
37,83,70,normal
153,154,104,normal
36,83,144,anomaly
181,147,58,normal
190,189,151,normal
255,0,255,normal
138,139,89,normal
151,153,218,normal
194,205,255,anomaly
141,161,226,anomaly
182,179,135,normal
174,174,128,normal
149,151,99,normal
23,39,16,normal
2,1,0,normal
97,148,218,anomaly
151,151,103,normal
47,51,26,normal
42,45,19,normal
154,192,255,anomaly
3,0,182,normal
139,179,244,anomaly
116,155,217,anomaly
179,175,134,normal
179,166,120,normal
99,105,58,normal
138,141,92,normal
183,179,138,normal
156,156,120,normal
136,139,90,normal
172,171,121,normal
45,101,148,anomaly
85,86,36,normal
54,55,21,normal
195,192,154,normal
19,14,0,normal
179,177,129,normal
139,142,93,normal
157,175,234,anomaly
0,10,145,normal
198,198,158,normal
205,204,170,normal
204,202,168,normal
129,132,87,normal
199,197,163,normal
53,58,19,normal
186,181,136,normal
184,181,136,normal
105,108,58,normal
54,56,20,normal
23,24,4,normal
31,38,25,normal
129,149,180,anomaly
149,147,89,normal
182,179,135,normal
116,154,34,normal
43,89,136,anomaly
179,177,129,normal
155,159,118,normal
161,163,127,normal
57,54,46,normal
178,178,132,normal
49,32,19,normal
173,172,122,normal
68,70,24,normal
197,200,168,normal
136,138,92,normal
72,130,195,anomaly
255,139,255,normal
108,156,222,anomaly
12,44,33,normal
28,15,221,normal
127,166,218,anomaly
180,180,134,normal
68,69,25,normal
11,9,8,normal
54,58,22,normal
133,137,102,normal
52,114,185,anomaly
179,177,129,normal
29,29,5,normal
182,179,135,normal
91,29,13,normal
130,129,71,normal
182,184,148,normal
147,161,227,anomaly
144,115,101,normal
197,197,157,normal
36,35,7,normal
32,33,7,normal
1,0,162,normal
160,180,235,anomaly
98,145,219,anomaly
195,193,152,normal
157,194,255,anomaly
0,1,183,normal
65,66,22,normal
117,157,210,anomaly
53,54,20,normal
47,120,188,anomaly
151,192,254,anomaly
11,11,0,normal
203,201,167,normal
18,19,139,normal
111,146,220,anomaly
133,131,90,normal
196,195,157,normal
165,164,113,normal
58,58,18,normal
80,81,37,normal
110,86,50,normal
193,192,154,normal
199,197,162,normal
31,33,181,normal
46,121,219,normal
19,9,193,normal
198,197,159,normal
54,126,196,anomaly
143,167,227,anomaly
44,93,149,anomaly
81,84,58,normal
225,220,221,normal
156,193,255,anomaly
178,175,131,normal
73,75,29,normal
101,101,47,normal
178,175,131,normal
138,139,99,normal
86,84,30,normal
187,123,189,normal
75,79,38,normal
150,149,91,normal
241,206,173,normal
100,151,224,anomaly
52,54,18,normal
164,89,163,normal
131,134,89,normal
199,198,160,normal
182,147,61,normal
182,179,134,normal
200,198,163,normal
69,71,25,normal
181,180,136,normal
199,197,163,normal
29,97,74,normal
180,179,135,normal
129,172,215,anomaly
50,50,14,normal
173,170,125,normal
149,92,214,normal
163,163,115,normal
164,163,113,normal
76,115,190,anomaly
88,63,243,normal
172,187,236,anomaly
19,10,1,normal
167,163,114,normal
59,113,166,anomaly
170,170,124,normal
2,1,0,normal
183,174,130,normal
174,172,124,normal
178,176,128,normal
170,169,119,normal
69,70,26,normal
146,144,90,normal
113,154,216,anomaly
98,99,49,normal
52,58,17,normal
170,170,124,normal
155,158,108,normal
28,65,39,normal
157,161,125,normal
58,58,22,normal
150,153,108,normal
169,165,117,normal
138,139,89,normal
59,59,59,normal
139,142,93,normal
163,160,109,normal
203,212,255,anomaly
140,125,106,normal
113,154,216,anomaly
197,197,157,normal
140,143,94,normal
162,165,119,normal
146,182,252,anomaly
126,165,217,anomaly
179,177,136,normal
6,4,0,normal
163,162,112,normal
180,176,127,normal
15,14,0,normal
61,61,21,normal
173,173,127,normal
1,2,0,normal
119,119,73,normal
246,123,91,normal
113,164,36,normal
192,192,152,normal
163,164,114,normal
164,162,114,normal
199,198,160,normal
208,212,217,normal
169,160,116,normal
79,79,33,normal
167,179,227,anomaly
164,163,113,normal
150,155,110,normal
172,168,119,normal
200,198,163,normal
121,153,212,anomaly
205,214,255,anomaly
142,144,92,normal
95,93,45,normal
21,21,15,normal
7,10,1,normal
37,88,74,normal
5,5,0,normal
201,200,162,normal
134,167,230,anomaly
195,193,152,normal
65,67,25,normal
147,92,215,normal
162,160,112,normal
119,122,72,normal
16,14,3,normal
176,179,123,normal
155,164,114,normal
59,86,220,normal
136,139,90,normal
57,59,23,normal
46,73,57,normal
133,136,87,normal
57,59,23,normal
181,179,131,normal
136,138,102,normal
180,178,137,normal
68,69,25,normal
152,157,112,normal
54,60,25,normal
159,157,103,normal
77,110,183,anomaly
201,211,251,anomaly
56,81,145,anomaly
75,113,195,anomaly
71,73,43,normal
76,74,34,normal
80,44,252,normal
149,188,243,anomaly
53,105,165,anomaly
119,121,175,anomaly
66,67,25,normal
182,181,130,normal
199,197,162,normal
118,151,220,anomaly
199,197,162,normal
43,44,12,normal
122,154,220,anomaly
123,82,87,normal
171,184,236,anomaly
42,129,101,normal
82,85,30,normal
113,112,54,normal
124,150,180,anomaly
152,190,254,anomaly
189,187,147,normal
149,189,254,anomaly
199,197,162,normal
204,203,169,normal
176,175,124,normal
196,206,253,anomaly
153,154,110,normal
165,165,117,normal
178,175,131,normal
89,87,33,normal
180,179,135,normal
101,160,230,anomaly
15,17,5,normal
171,170,120,normal
157,160,115,normal
180,178,130,normal
6,8,9,normal
47,47,33,normal
179,177,129,normal
128,167,219,anomaly
178,176,128,normal
17,50,36,normal
179,176,131,normal
141,179,221,anomaly
173,172,121,normal
60,59,25,normal
164,162,114,normal
163,161,113,normal
142,141,90,normal
196,195,157,normal
179,176,131,normal
164,166,130,normal
80,86,129,anomaly
130,165,229,anomaly
178,175,131,normal
83,80,29,normal
106,104,80,normal
35,34,8,normal
130,145,177,anomaly
142,181,255,anomaly
56,58,22,normal
151,175,241,normal
103,102,46,normal
47,104,149,anomaly
142,170,235,anomaly
202,200,165,normal
148,150,98,normal
78,21,30,normal
60,112,172,anomaly
125,164,216,anomaly
133,134,92,normal
183,180,135,normal
61,62,20,normal
98,138,213,anomaly
141,139,85,normal
124,158,218,anomaly
182,179,135,normal
240,154,142,normal
114,117,67,normal
152,155,110,normal
11,7,0,normal
163,196,235,anomaly
168,183,232,anomaly
169,98,165,normal
55,55,15,normal
59,86,143,anomaly
161,161,113,normal
46,106,152,anomaly
87,90,35,normal
63,68,23,normal
201,200,162,normal
44,106,255,normal
179,176,131,normal
52,53,19,normal
91,97,150,anomaly
179,178,134,normal
16,16,10,normal
110,163,230,anomaly
177,177,131,normal
182,179,135,normal
163,167,132,normal
198,196,161,normal
160,169,119,normal
109,120,234,normal
146,149,94,normal
161,165,129,normal
93,99,152,anomaly
144,182,246,anomaly
113,75,57,normal
175,170,131,normal
53,95,137,anomaly
168,167,117,normal
170,170,124,normal
1,0,2,normal
78,81,32,normal
111,213,208,normal
1,122,255,normal
82,83,33,normal
2,0,0,normal
45,44,16,normal
14,14,0,normal
150,188,252,anomaly
65,68,19,normal
181,177,136,normal
183,183,143,normal
31,32,6,normal
235,193,156,normal
128,168,220,anomaly
197,196,158,normal
2,0,0,normal
48,90,137,anomaly
172,174,138,normal
194,192,152,normal
62,66,24,normal
101,107,160,anomaly
202,200,170,normal
190,190,150,normal
115,117,65,normal
104,102,48,normal
92,92,38,normal
102,99,78,normal
143,144,94,normal
159,162,123,normal
22,23,3,normal
74,126,192,anomaly
69,71,25,normal
86,94,134,anomaly
111,110,52,normal
143,144,104,normal
201,200,162,normal
66,68,26,normal
163,166,127,normal
175,173,125,normal
199,197,162,normal
253,255,254,normal
255,241,255,normal
163,163,115,normal
200,198,163,normal
48,68,126,anomaly
197,195,160,normal
53,53,17,normal
166,163,112,normal
142,172,231,anomaly
16,179,20,normal
149,185,231,anomaly
70,111,190,anomaly
124,83,180,normal
181,178,133,normal
55,56,24,normal
191,190,156,normal
64,64,24,normal
51,53,17,normal
107,90,103,normal
84,114,179,anomaly
164,160,112,normal
173,174,132,normal
165,161,113,normal
178,175,131,normal
200,199,161,normal
138,162,228,anomaly
141,177,225,anomaly
183,179,138,normal
78,78,32,normal
184,186,144,normal
166,168,116,normal
46,98,151,anomaly
181,197,240,anomaly
137,135,81,normal
24,46,22,normal
105,139,193,anomaly
171,170,119,normal
199,207,254,anomaly
98,95,40,normal
114,136,194,anomaly
53,53,53,normal
19,14,15,normal
3,4,0,normal
164,163,112,normal
152,190,254,anomaly
166,165,114,normal
149,189,254,anomaly
157,161,120,normal
181,178,134,normal
55,59,18,normal
135,135,87,normal
201,200,162,normal
57,57,17,normal
115,152,212,anomaly
181,178,133,normal
180,180,134,normal
152,193,255,anomaly
29,30,4,normal
165,180,229,anomaly
163,162,112,normal
93,149,226,anomaly
2,2,0,normal
155,159,124,normal
138,155,204,anomaly
181,179,131,normal
177,175,127,normal
68,70,34,normal
201,200,162,normal
151,156,125,normal
4,8,3,normal
33,34,8,normal
83,86,37,normal
112,118,171,anomaly
180,177,132,normal
52,54,18,normal
224,224,224,normal
152,190,254,anomaly
76,92,134,anomaly
3,126,0,normal
177,175,127,normal
60,106,170,anomaly
171,169,121,normal
39,89,141,anomaly
78,132,193,anomaly
169,168,118,normal
153,168,230,anomaly
201,199,164,normal
225,223,223,normal
255,0,128,normal
178,178,132,normal
87,83,32,normal
71,73,44,normal
2,0,4,normal
166,165,115,normal
147,156,146,normal
150,190,255,anomaly
122,123,61,normal
53,57,22,normal
127,166,218,anomaly
181,178,133,normal
156,175,220,anomaly
174,178,143,normal
195,196,154,normal
50,90,72,normal
199,197,163,normal
171,170,120,normal
185,183,143,normal
95,94,36,normal
162,178,225,anomaly
141,179,233,anomaly
157,164,227,anomaly
145,161,227,anomaly
196,195,157,normal
181,178,134,normal
126,128,182,anomaly
73,76,27,normal
70,70,30,normal
178,175,131,normal
18,16,0,normal
157,155,101,normal
65,124,186,anomaly
202,200,165,normal
234,221,219,normal
86,28,23,normal
92,137,218,anomaly
65,95,154,anomaly
176,174,126,normal
101,143,210,anomaly
199,198,164,normal
199,197,162,normal
116,115,57,normal
179,177,136,normal
53,22,227,normal
111,150,219,anomaly
55,97,144,anomaly
146,143,98,normal
155,152,121,normal
175,172,127,normal
173,172,122,normal
135,138,89,normal
180,177,133,normal
196,195,157,normal
38,41,39,normal
23,20,5,normal
58,104,158,anomaly
170,169,119,normal
23,79,58,normal
156,157,107,normal
62,50,204,normal
174,171,120,normal
140,141,85,normal
124,160,220,anomaly
197,195,160,normal
95,147,224,anomaly
75,114,192,anomaly
167,166,115,normal
168,169,119,normal
112,151,220,anomaly
63,67,25,normal
190,185,140,normal
177,174,129,normal
55,62,19,normal
203,213,253,anomaly
175,171,123,normal
102,101,45,normal
184,186,144,normal
128,255,255,normal
176,170,129,normal
182,184,142,normal
117,153,213,anomaly
16,4,170,normal
172,172,126,normal
55,56,22,normal
139,140,90,normal
40,85,128,anomaly
36,35,14,normal
121,156,222,anomaly
74,114,189,anomaly
184,183,139,normal
79,80,30,normal
54,55,16,normal
60,64,28,normal
175,173,125,normal
195,186,136,normal
83,81,27,normal
205,204,170,normal
162,170,123,normal
183,180,136,normal
98,146,218,anomaly
99,77,249,normal
163,162,112,normal
150,190,255,anomaly
176,174,126,normal
141,140,84,normal
23,17,4,normal
60,64,23,normal
124,158,212,anomaly
144,137,98,normal
150,183,239,anomaly
178,175,131,normal
178,178,132,normal
255,255,255,normal
170,167,116,normal
172,170,122,normal
78,84,129,anomaly
213,225,231,normal
50,49,15,normal
103,91,103,normal
152,152,98,normal
96,143,199,anomaly
115,114,56,normal
163,162,112,normal
83,131,209,anomaly
158,162,126,normal
6,4,3,normal
60,61,21,normal
175,173,125,normal
56,61,22,normal
147,165,230,anomaly
52,48,244,normal
100,139,201,anomaly
167,168,124,normal
181,181,135,normal
166,165,114,normal
75,83,123,anomaly
200,195,162,normal
113,116,71,normal
162,163,123,normal
179,173,126,normal
121,159,213,anomaly
2,0,0,normal
178,190,238,anomaly
64,65,25,normal
222,206,193,normal
186,184,144,normal
59,120,188,anomaly
172,171,121,normal
178,176,128,normal
78,80,28,normal
138,33,144,normal
185,182,137,normal
187,189,143,normal
155,159,124,normal
120,116,67,normal
32,33,7,normal
178,176,158,normal
72,70,52,normal
68,70,24,normal
84,93,130,anomaly
201,200,162,normal
183,173,133,normal
183,182,138,normal
30,51,36,normal
155,158,126,normal
164,164,118,normal
54,55,21,normal
0,2,0,normal
97,150,223,anomaly
95,87,94,normal
196,195,157,normal
172,170,122,normal
54,31,223,normal
85,132,214,anomaly
197,195,160,normal
118,157,209,anomaly
172,172,126,normal
108,70,12,normal
167,164,113,normal
72,73,29,normal
138,132,85,normal
184,183,139,normal
73,138,117,normal
38,105,255,normal
201,200,162,normal
29,29,5,normal
105,143,201,anomaly
124,123,157,normal
108,154,225,anomaly
157,161,126,normal
15,14,0,normal
98,97,46,normal
172,172,126,normal
205,204,170,normal
128,130,184,anomaly
95,33,17,normal
165,164,114,normal
172,168,120,normal
151,190,255,anomaly
132,164,223,anomaly
204,202,168,normal
167,163,115,normal
135,142,91,normal
14,57,30,normal
100,134,193,anomaly
153,171,230,anomaly
188,187,143,normal
85,121,191,anomaly
192,191,153,normal
132,135,243,normal
70,138,131,normal
227,155,85,normal
140,177,221,anomaly
131,172,221,anomaly
51,53,17,normal
90,97,146,anomaly
16,14,0,normal
119,118,60,normal
182,181,137,normal
3,4,0,normal
121,154,223,anomaly
201,200,162,normal
138,180,245,anomaly
89,67,246,normal
171,170,120,normal
15,6,187,normal
64,103,155,anomaly
197,196,158,normal
57,62,23,normal
100,151,221,anomaly
151,150,99,normal
108,150,219,anomaly
18,15,0,normal
116,158,223,anomaly
73,77,88,normal
156,155,105,normal
178,191,243,anomaly
48,54,13,normal
180,177,132,normal
138,162,228,anomaly
30,34,5,normal
125,162,220,anomaly
118,148,213,anomaly
163,191,255,anomaly
141,142,92,normal
201,199,164,normal
82,100,161,anomaly
94,146,223,anomaly
119,171,33,normal
0,20,155,normal
198,197,159,normal
133,137,102,normal
162,160,119,normal
2,3,0,normal
131,134,85,normal
54,57,25,normal
156,155,99,normal
1,133,103,normal
156,160,125,normal
100,138,196,anomaly
53,57,22,normal
117,155,227,anomaly
55,107,255,normal
88,116,147,anomaly
183,180,136,normal
139,179,244,anomaly
118,116,81,normal
151,152,102,normal
164,160,171,normal
198,198,158,normal
185,185,145,normal
0,0,0,normal
62,21,237,normal
0,0,179,normal
129,138,95,normal
82,82,34,normal
54,114,180,anomaly
89,117,188,anomaly
168,171,126,normal
1,22,144,normal
180,179,135,normal
169,180,224,anomaly
182,178,130,normal
70,74,33,normal
61,123,193,anomaly
132,133,99,normal
184,182,141,normal
58,122,187,anomaly
79,78,57,normal
49,93,140,anomaly
78,78,64,normal
131,170,222,anomaly
61,65,24,normal
165,161,112,normal
160,158,104,normal
226,211,85,normal
115,145,216,anomaly
90,89,98,normal
174,172,124,normal
93,142,216,anomaly
95,142,223,anomaly
176,174,126,normal
187,181,138,normal
141,145,104,normal
167,163,115,normal
81,128,210,anomaly
128,168,220,anomaly
173,173,125,normal
36,37,5,normal
5,3,2,normal
128,128,128,normal
192,192,152,normal
158,195,255,anomaly
67,67,21,normal
47,49,13,normal
194,195,163,normal
75,80,125,anomaly
171,138,52,normal
175,173,125,normal
138,134,140,normal
134,132,78,normal
123,155,221,anomaly
159,165,110,normal
59,163,92,normal
181,181,133,normal
101,150,226,anomaly
89,142,222,anomaly
66,68,22,normal
179,177,129,normal
198,198,158,normal
171,170,119,normal
165,164,114,normal
52,94,141,anomaly
181,181,135,normal
144,146,104,normal
200,198,163,normal
198,196,161,normal
95,71,243,normal
151,189,253,anomaly
67,82,121,anomaly
88,28,12,normal
26,26,10,normal
107,228,248,normal
199,197,163,normal
177,176,126,normal
196,195,157,normal
69,68,30,normal
72,74,28,normal
51,52,8,normal
32,26,0,normal
8,8,2,normal
199,197,162,normal
164,163,112,normal
144,188,251,anomaly
166,164,110,normal
111,105,86,normal
168,166,125,normal
135,132,134,normal
40,38,20,normal
111,149,213,anomaly
102,106,159,anomaly
175,173,125,normal
30,30,6,normal
175,174,123,normal
178,178,132,normal
178,177,127,normal
164,163,113,normal
105,188,220,normal
255,128,0,normal
201,200,162,normal
154,157,118,normal
197,193,158,normal
69,70,28,normal
7,10,8,normal
56,61,22,normal
197,197,157,normal
58,80,215,normal
48,109,171,anomaly
54,58,23,normal
183,179,138,normal
73,74,34,normal
20,15,6,normal
189,86,113,normal
200,198,163,normal
170,166,118,normal
11,13,7,normal
118,151,224,anomaly
121,125,76,normal
132,174,227,anomaly
100,95,156,normal
54,55,21,normal
176,174,126,normal
75,79,38,normal
180,177,132,normal
205,204,170,normal
136,139,90,normal
203,213,253,anomaly
30,26,2,normal
183,182,138,normal
179,179,133,normal
176,173,128,normal
204,203,169,normal
83,92,130,anomaly
37,67,42,normal
180,180,132,normal
151,186,226,anomaly
255,0,128,normal
162,161,110,normal
29,29,5,normal
99,134,202,anomaly
176,175,131,normal
107,147,219,anomaly
169,142,98,normal
75,78,29,normal
81,89,129,anomaly
50,50,14,normal
217,114,135,normal
